common_name,genus,species,type,cultivar,date_removed,latitude,longitude
Rocky MTN Juniper,Juniperus,scopulorum,Coniferous,,,-111.0518346,45.66055026
Scotch Pine,Pinus,sylvestris,Coniferous,,,-111.051637,45.66076868
Scotch Pine,Pinus,sylvestris,Coniferous,,,-111.0515322,45.66072921
Scotch Pine,Pinus,sylvestris,Coniferous,,,-111.0515671,45.66069708
Black Hills Spruce,Picea,glauca,Coniferous,Densata,,-111.051557,45.66060769
Black Hills Spruce,Picea,glauca,Coniferous,Densata,,-111.0515269,45.66059903
Colorado Blue Spruce,Picea,pungens,Coniferous,,,-111.0502018,45.66214831
Colorado Blue Spruce,Picea,pungens,Coniferous,,,-111.0503299,45.6621516
Colorado Blue Spruce,Picea,pungens,Coniferous,,,-111.0506817,45.66214298
Colorado Blue Spruce,Picea,pungens,Coniferous,,,-111.0513195,45.66216021
Colorado Blue Spruce,Pinus,glauca,Coniferous,Nigra,,-111.0508355,45.6621388
Colorado Blue Spruce,Picea,pungens,Coniferous,Glauca Seste,,-111.051404,45.66367721
Ponderosa Pine,Pinus,ponderosa,Coniferous,,,-111.0513161,45.66295216
Ponderosa Pine,Pinus,ponderosa,Coniferous,,,-111.0512706,45.66295844
Ponderosa Pine,Pinus,ponderosa,Coniferous,,,-111.0512507,45.66292254
Colorado Blue Spruce,Picea,pungens,Coniferous,,,-111.0513718,45.66392762
Colorado Blue Spruce,Picea,pungens,Coniferous,,,-111.051662,45.66394223
Colorado Blue Spruce,Picea,pungens,Coniferous,,,-111.051454,45.66384239
Colorado Blue Spruce,Picea,pungens,Coniferous,,,-111.0515234,45.66390309
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0504437,45.66009677
Spruce (Blue),Picea,pungens,Coniferous,,,-111.05052,45.66002742
Douglas-fir,Pseudotsuga,menziesii,Coniferous,,,-111.0505624,45.65997088
Pine (Ponderosa),Pinus,ponderosa,Coniferous,,,-111.0503189,45.65990982
Douglas-fir,Pseudotsuga,menziesii,Coniferous,,,-111.0500578,45.66003288
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0506115,45.65884079
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0505532,45.65873365
Pine (Scott),Pinus,sylvestris,Coniferous,,,-111.0470381,45.65848496
Pine (Scott),Pinus,sylvestris,Coniferous,,,-111.0470179,45.65852299
Pine (Scott),Pinus,sylvestris,Coniferous,,,-111.0470709,45.65854433
Pine (Scott),Pinus,sylvestris,Coniferous,,,-111.0471072,45.65857588
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0469632,45.65842756
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0470051,45.65845288
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0469878,45.65848159
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0470737,45.65851044
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0471173,45.65854059
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0471571,45.65856598
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0471457,45.65860079
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0471893,45.65860166
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0471796,45.65862972
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0472357,45.65862455
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0472188,45.65865831
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0472725,45.65866327
Spruce (Blue),Picea,pungens,Coniferous,,,-111.04732,45.65868196
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0472693,45.65869219
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0473186,45.65871489
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0487332,45.65724907
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0485848,45.65717089
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0485042,45.6571705
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0485322,45.65719949
Pine (Austrian),Pinus,nigra,Coniferous,,,-111.0486889,45.65721805
Pine (Ponderosa),Pinus,ponderosa,Coniferous,,,-111.0470391,45.6583537
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0471001,45.65842126
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0474186,45.65866208
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0474618,45.65867674
Spruce (Blue),Picea,pungens,Coniferous,,,-111.047515,45.6587207
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0483699,45.65713783
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0483557,45.65716753
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0483069,45.65721674
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0482078,45.65726262
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0482002,45.65728199
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0481568,45.65727117
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0481308,45.65734808
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0480901,45.65735484
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0479973,45.65736579
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0479824,45.65739749
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0479428,45.65742001
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0479349,45.65745289
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0478921,45.65749468
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0478751,45.65750762
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0477651,45.65752493
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0478048,45.65754325
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0477868,45.65757646
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0477515,45.65755798
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0477497,45.65759909
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0476497,45.65760948
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0476882,45.65757534
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0475476,45.65767249
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0474899,45.65770265
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0474669,45.65777798
Spruce (Blue),Picea,pungens,Coniferous,,,-111.047309,45.65783029
Spruce (Blue),Picea,pungens,Coniferous,,,-111.047319,45.65790609
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0472527,45.6579154
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0472476,45.65788216
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0472337,45.65795076
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0471684,45.65791442
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0471356,45.65793877
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0470989,45.65796716
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0471289,45.65800556
Spruce (Blue),Picea,pungens,Coniferous,,,-111.047071,45.65805949
Spruce (Blue),Picea,pungens,Coniferous,,,-111.046972,45.65803648
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0469816,45.6581267
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0470089,45.65807582
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0470358,45.65800867
Douglas-fir,Pseudotsuga,menziesii,Coniferous,,,-111.0475724,45.65770356
Pine (Ponderosa),Pinus,ponderosa,Coniferous,,,-111.0476914,45.65766569
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0487537,45.65715975
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0488056,45.65716681
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0488108,45.65719496
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0488534,45.65720423
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0488672,45.65722763
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0489049,45.65724727
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0489322,45.65727534
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0489837,45.65727266
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0489934,45.65732086
Pine (Scott),Pinus,sylvestris,Coniferous,,,-111.0471732,45.65797061
Pine (Scott),Pinus,sylvestris,Coniferous,,,-111.0473213,45.65785691
Pine (Scott),Pinus,sylvestris,Coniferous,,,-111.047356,45.65782767
Pine (Scott),Pinus,sylvestris,Coniferous,,,-111.0473968,45.65783108
Pine (Scott),Pinus,sylvestris,Coniferous,,,-111.0473774,45.65780076
Pine (Scott),Pinus,sylvestris,Coniferous,,,-111.0474476,45.65780714
Pine (Scott),Pinus,sylvestris,Coniferous,,,-111.0474267,45.65774961
Pine (Scott),Pinus,sylvestris,Coniferous,,,-111.0475146,45.65775589
Pine (Scott),Pinus,sylvestris,Coniferous,,,-111.0475433,45.65774687
Pine (Scott),Pinus,sylvestris,Coniferous,,,-111.0476132,45.65770519
Pine (Scott),Pinus,sylvestris,Coniferous,,,-111.0476013,45.6576096
Pine (Scott),Pinus,sylvestris,Coniferous,,,-111.0478392,45.65747698
Pine (Scott),Pinus,sylvestris,Coniferous,,,-111.0482555,45.65726013
Pine (Scott),Pinus,sylvestris,Coniferous,,,-111.0482582,45.65719684
Spruce,Picea,pungens,Coniferous,,,-111.0493178,45.65669941
Spruce,Picea,pungens,Coniferous,,,-111.0492731,45.65670369
Spruce,Picea,pungens,Coniferous,,,-111.0489768,45.65675152
Spruce,Picea,pungens,Coniferous,,,-111.0488736,45.65675222
Spruce,Picea,pungens,Coniferous,,,-111.0487699,45.65675518
Spruce,Picea,pungens,Coniferous,,,-111.0487007,45.65677404
Spruce,Picea,pungens,Coniferous,,,-111.0486286,45.65676247
Spruce,Picea,pungens,Coniferous,,,-111.0488175,45.65676749
Spruce,Picea,pungens,Coniferous,,,-111.0489235,45.65676782
Spruce,Picea,pungens,Coniferous,,,-111.0482954,45.65716703
Spruce,Picea,pungens,Coniferous,,,-111.0485892,45.65721339
Spruce,Picea,pungens,Coniferous,,,-111.0486484,45.65717021
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0499881,45.66857381
Pine (Scott),Pinus,sylvestris,Coniferous,,,-111.0497594,45.66841432
Spruce,Picea,pungens,Coniferous,Iseli Fastigiata,6/8/15 0:00,-111.0502749,45.66782901
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0496193,45.66838877
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0505677,45.66839946
Pine (Scott),Pinus,sylvestris,Coniferous,,,-111.0504706,45.66858673
Pine (Scott),Pinus,sylvestris,Coniferous,,,-111.0502751,45.66856269
Pine,Pinus,nigra,Coniferous,,,-111.0500254,45.6685105
Spruce,Picea,glauca,Coniferous,,,-111.0503219,45.66846459
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0498416,45.6684407
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0498852,45.66852394
Spruce,Picea,glauca,Coniferous,,,-111.0497007,45.66854198
Spruce,Picea,glauca,Coniferous,,,-111.0496883,45.66863442
Spruce,Picea,pungens,Coniferous,,,-111.0496152,45.66863515
Spruce,Picea,pungens,Coniferous,,,-111.0504118,45.66822448
Douglas-fir,Pseudotsuga,menziesii,Coniferous,,,-111.050448,45.66824096
Spruce,Picea,pungens,Coniferous,,,-111.0503772,45.66830035
Spruce,Picea,pungens,Coniferous,,,-111.0458408,45.66496385
Spruce,Picea,pungens,Coniferous,,,-111.0463402,45.66495307
Spruce,Picea,pungens,Coniferous,,,-111.0464122,45.66500024
Spruce,Picea,pungens,Coniferous,,,-111.0451028,45.66513013
Spruce,Picea,pungens,Coniferous,,,-111.0447979,45.66512497
Spruce,Picea,glauca,Coniferous,,,-111.0463971,45.66466466
Spruce,Picea,pungens,Coniferous,,,-111.046477,45.66458658
Spruce,Picea,pungens,Coniferous,,,-111.0464565,45.66437469
Spruce,Picea,glauca,Coniferous,,,-111.0464275,45.66444607
Spruce,Picea,pungens,Coniferous,,,-111.0465013,45.66417618
Spruce,Picea,pungens,Coniferous,,,-111.0442469,45.66381092
Spruce,Picea,pungens,Coniferous,,,-111.0441945,45.66381375
Spruce,Picea,pungens,Coniferous,,,-111.0442244,45.66378141
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0541,45.66791947
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0541072,45.66784361
Pine (Austrian),Pinus,nigra,Coniferous,,,-111.0537916,45.66765532
Pine (Austrian),Pinus,nigra,Coniferous,,,-111.0536465,45.66769471
Pine (Austrian),Pinus,nigra,Coniferous,,,-111.0527172,45.66778105
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0527958,45.66776736
Spruce (Norway),Picea,abies,Coniferous,,,-111.0525415,45.66784025
Pine (Mugo),Pinus,mugo,Coniferous,,,-111.0527488,45.66803109
Spruce,Picea,pungens,Coniferous,,,-111.0524197,45.66842998
Spruce,Picea,pungens,Coniferous,,,-111.052352,45.66845214
Spruce,Picea,pungens,Coniferous,,,-111.052404,45.66849619
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0523544,45.66852728
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0524316,45.66857628
Arborvitae,Thuja,occidentalis,Coniferous,Techny,,-111.0523389,45.66563394
Juniper (Rocky Mtn),Juniperus,scopulorum,Coniferous,,,-111.0523481,45.66561683
Pine (Ponderosa),Pinus,ponderosa,Coniferous,,,-111.052713,45.66548858
Pine (Ponderosa),Pinus,ponderosa,Coniferous,,,-111.0527053,45.66537171
Spruce,Picea,pungens,Coniferous,,,-111.0485721,45.66876453
Spruce,Picea,pungens,Coniferous,,,-111.0486975,45.66876327
Douglas-fir,Pseudotsuga,menziesii,Coniferous,,,-111.0483245,45.66899546
Douglas-fir,Pseudotsuga,menziesii,Coniferous,,,-111.0482946,45.66897277
Douglas-fir,Pseudotsuga,menziesii,Coniferous,,,-111.0483102,45.66894596
Spruce,Picea,pungens,Coniferous,,,-111.0483474,45.6698177
Spruce,Picea,pungens,Coniferous,,,-111.0483175,45.66988613
Spruce,Picea,pungens,Coniferous,,,-111.0482885,45.66994599
Spruce,Picea,pungens,Coniferous,,,-111.0483452,45.66993565
Juniper (Rocky Mtn),Juniperus,scopulorum,Coniferous,Welchi,,-111.051132,45.66727331
Juniper (Rocky Mtn),Juniperus,scopulorum,Coniferous,Welchi,,-111.0510337,45.66731026
Juniper (Rocky Mtn),Juniperus,scopulorum,Coniferous,Welchi,,-111.0507366,45.66735898
Juniper (Rocky Mtn),Juniperus,scopulorum,Coniferous,Welchi,,-111.0506891,45.66735255
Juniper (Rocky Mtn),Juniperus,scopulorum,Coniferous,Welchi,,-111.0506195,45.66734965
Spruce,Picea,pungens,Coniferous,,,-111.0511517,45.66744679
Spruce,Picea,pungens,Coniferous,,,-111.0511554,45.66746276
Spruce,Picea,pungens,Coniferous,,,-111.0511731,45.66747973
Spruce,Picea,pungens,Coniferous,,,-111.0506011,45.66746151
Limber Pine,Picea,glauca,Coniferous,,,-111.051931,45.66613395
Spruce (white),Picea,glauca,Coniferous,,,-111.0518982,45.6661041
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0518683,45.66613581
Spruce (Engelmann),Picea,engelmannii,Coniferous,,,-111.0517546,45.66620546
Spruce (white),Picea,glauca,Coniferous,,,-111.051713,45.66614599
Larch,Larix,decidua,Coniferous,,,-111.051641,45.66621186
Larch,Larix,decidua,Coniferous,,,-111.0515937,45.66609885
Larch,Larix,decidua,Coniferous,,,-111.0515237,45.66611773
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0516671,45.66628081
Spruce (Engelmann),Picea,engelmannii,Coniferous,,,-111.0516145,45.66626975
Spruce (white),Picea,glauca,Coniferous,,,-111.0515889,45.66628353
Pine (Scott),Pinus,sylvestris,Coniferous,,,-111.0515089,45.6662071
Pine (Ponderosa),Pinus,ponderosa,Coniferous,,,-111.0513867,45.66622028
Spruce (white),Picea,glauca,Coniferous,,,-111.0513923,45.66612818
Spruce,Picea,pungens,Coniferous,,,-111.051333,45.66617006
Spruce,Picea,pungens,Coniferous,,,-111.05132,45.66611728
Spruce,Picea,pungens,Coniferous,,,-111.0511133,45.66614251
Spruce,Picea,pungens,Coniferous,,,-111.05142,45.6662876
Spruce (white),Picea,glauca,Coniferous,,,-111.0513641,45.66630674
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0507658,45.66606682
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0507669,45.66608868
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0507663,45.66612617
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0507642,45.66618389
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0507598,45.66630079
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0507606,45.66633727
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0507693,45.66665759
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0507685,45.6665898
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0507657,45.66654815
Pine (Bristlecone),Pinus,aristata,Coniferous,,,-111.0509044,45.6666135
Fir (Concolor),Abies,concolor,Coniferous,,,-111.0510642,45.6666156
Spruce (white),Picea,glauca,Coniferous,,,-111.0513139,45.66638166
Pine (Scott),Pinus,sylvestris,Coniferous,,,-111.0512686,45.66636932
Larch,Larix,decidua,Coniferous,,,-111.0512257,45.66636861
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0516977,45.66650628
Spruce (Blue),Picea,pungens,Coniferous,,,-111.051533,45.66639776
Pine (Bristlecone),Pinus,aristata,Coniferous,,,-111.0514988,45.66650434
Spruce (white),Picea,glauca,Coniferous,,,-111.0514934,45.66646906
Spruce (white),Picea,glauca,Coniferous,,,-111.0513818,45.66640194
Spruce (white),Picea,glauca,Coniferous,,,-111.0513776,45.66658273
Spruce (white),Picea,glauca,Coniferous,,,-111.0513368,45.66663747
Spruce (white),Picea,glauca,Coniferous,,,-111.0512963,45.66647479
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0514108,45.66644558
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0512903,45.66644654
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0512054,45.66644567
Spruce (Engelmann),Picea,engelmannii,Coniferous,,,-111.0511645,45.66640222
Larch,Larix,decidua,Coniferous,,,-111.0511919,45.66649791
Larch,Larix,decidua,Coniferous,,,-111.0513121,45.66660877
Pine (Scott),Pinus,sylvestris,Coniferous,,,-111.0512306,45.66653902
Pine (Scott),Pinus,sylvestris,Coniferous,,,-111.0513188,45.66652011
Arborvitae,Thuja,occidentalis,Coniferous,,,-111.0481268,45.66625104
Arborvitae,Thuja,occidentalis,Coniferous,,,-111.0482656,45.66688678
Arborvitae,Thuja,occidentalis,Coniferous,,,-111.0482826,45.66689306
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0482653,45.66690942
Spruce,Picea,pungens,Coniferous,,,-111.0483354,45.66758914
Spruce (Engleman),Picea,englemannii,Coniferous,,,-111.0483655,45.66756938
Spruce,Picea,pungens,Coniferous,,,-111.0483297,45.66755584
Spruce,Picea,pungens,Coniferous,,,-111.048351,45.66750517
Spruce,Picea,pungens,Coniferous,,,-111.0484228,45.667497
Spruce,Picea,pungens,Coniferous,,,-111.0481441,45.66738973
Spruce,Picea,pungens,Coniferous,,,-111.0478807,45.66741112
Arborvitae,Thuja,occidentalis,Coniferous,,,-111.0483976,45.66692264
Arborvitae,Thuja,occidentalis,Coniferous,,,-111.0484388,45.66692229
Pine (Scott),Pinus,sylvestris,Coniferous,,,-111.0481923,45.66812582
Douglas-fir,Pseudotsuga,menziesii,Coniferous,,,-111.0483388,45.66799433
Douglas-fir,Pseudotsuga,menziesii,Coniferous,,,-111.048376,45.66807836
Douglas-fir,Pseudotsuga,menziesii,Coniferous,,,-111.0482898,45.66820757
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0482996,45.66801995
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0484139,45.66829784
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0484756,45.66827774
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0484437,45.66825723
Spruce (Blue),Picea,pungens,Coniferous,,,-111.048503,45.66825913
Fat Albert Spruce,Pinus,pungens,Coniferous,Fat Albert,,-111.0515023,45.66743845
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0515999,45.66748794
Pine (Scott),Pinus,sylvestris,Coniferous,,,-111.0479102,45.66842216
Pine (Austrian),Pinus,nigra,Coniferous,,,-111.0514609,45.66739212
Pine (Austrian),Pinus,nigra,Coniferous,,,-111.051618,45.66742568
Spruce,Picea,pungens,Coniferous,,,-111.0483905,45.66531355
Spruce,Picea,pungens,Coniferous,,,-111.048595,45.66567235
Spruce,Picea,pungens,Coniferous,,,-111.0486324,45.66563353
Spruce,Picea,pungens,Coniferous,,,-111.0486287,45.66568767
Spruce,Picea,pungens,Coniferous,,,-111.048581,45.66619533
Fir (Concolor),Abies,concolor,Coniferous,,,-111.0496448,45.66668613
Pine (Ponderosa),Pinus,ponderosa,Coniferous,,,-111.0491953,45.66657407
Spruce (Engelmann),Picea,engelmannii,Coniferous,,,-111.0491843,45.6666318
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0492585,45.66662738
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0492237,45.66693415
Spruce (Blue),Picea,pungens,Coniferous,,,-111.049643,45.66678598
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0495868,45.66682076
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0495946,45.66693253
Juniper (Rocky Mtn),Juniperus,scopulorum,Coniferous,,,-111.0502417,45.66739534
Juniper (Rocky Mtn),Juniperus,scopulorum,Coniferous,,,-111.0502175,45.66740528
Juniper (Rocky Mtn),Juniperus,scopulorum,Coniferous,,,-111.0500309,45.66744059
Juniper (Rocky Mtn),Juniperus,scopulorum,Coniferous,,,-111.0500092,45.66741979
Juniper (Rocky Mtn),Juniperus,scopulorum,Coniferous,,,-111.0499584,45.66744646
Juniper (Rocky Mtn),Juniperus,scopulorum,Coniferous,,,-111.0495064,45.66733149
Juniper (Rocky Mtn),Juniperus,scopulorum,Coniferous,,,-111.0494773,45.66724449
Juniper (Rocky Mtn),Juniperus,scopulorum,Coniferous,,,-111.0493984,45.66734337
Juniper (Rocky Mtn),Juniperus,scopulorum,Coniferous,,,-111.0493789,45.66729655
Juniper (Rocky Mtn),Juniperus,scopulorum,Coniferous,,,-111.049327,45.66737071
Juniper (Rocky Mtn),Juniperus,scopulorum,Coniferous,,,-111.049222,45.66733339
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0506014,45.66769477
Larch,Larix,decidua,Coniferous,,,-111.0506791,45.66798107
Pine (Scott),Pinus,sylvestris,Coniferous,,,-111.0498016,45.66808802
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0490366,45.6683006
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0495648,45.66797353
Columnar Blue Spruce,Picea,pungens,Coniferous,Iseli Fastigate,5/3/15 0:00,-111.0494835,45.66793704
Spruce (white),Picea,glauca,Coniferous,,,-111.0507648,45.66833316
Spruce (Engleman),Picea,engelmannii,Coniferous,,,-111.0508009,45.66843195
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0509622,45.6688479
Douglas-fir,Pseudotsuga,menziesii,Coniferous,,,-111.0509536,45.66898251
Douglas-fir,Pseudotsuga,menziesii,Coniferous,,,-111.0511456,45.66816996
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0511062,45.66817004
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0511022,45.66820253
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0510779,45.66817773
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0510414,45.66818021
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0510726,45.66904363
Spruce (Blue),Picea,pungens,Coniferous,,,-111.051135,45.66903198
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0515487,45.66886022
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0515707,45.66892413
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0516078,45.66887248
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0516443,45.66896778
Spruce (Blue),Picea,pungens,Coniferous,,,-111.051587,45.66877788
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0517465,45.66900957
Limber Pine,Pinus,flexilis,Coniferous,,,-111.0519098,45.66904487
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0516292,45.67037286
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0516749,45.67037477
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0517203,45.67036855
Pine (Ponderosa),Pinus,ponderosa,Coniferous,,,-111.0514812,45.67065215
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0482298,45.66861197
Pine (Austrian),Pinus,nigra,Coniferous,,,-111.0481421,45.66877349
Spruce (Engleman),Picea,englemannii,Coniferous,,,-111.0476832,45.66770325
Spruce,Picea,pungens,Coniferous,,,-111.0483049,45.66764988
Spruce,Picea,pungens,Coniferous,,,-111.0483067,45.66769075
Pine (Ponderosa),Pinus,ponderosa,Coniferous,,,-111.0517898,45.67068777
Pine (Ponderosa),Pinus,ponderosa,Coniferous,,,-111.0516979,45.67071457
Pine (Ponderosa),Pinus,ponderosa,Coniferous,,,-111.0516176,45.6707124
Juniper (Rocky Mtn),Juniperus,scopulorum,Coniferous,,,-111.0518163,45.67083756
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0515772,45.67075432
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0515182,45.67088444
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0515401,45.67095913
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0515137,45.6709695
Pine (Scott),Pinus,sylvestris,Coniferous,,,-111.0515028,45.67090781
Spruce (Engleman),Picea,engelmannii,Coniferous,,,-111.04648,45.66767791
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0458155,45.66743358
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0457412,45.6674252
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0455766,45.66743502
Spruce (Engleman),Picea,engelmannii,Coniferous,,,-111.0456223,45.66747388
Spruce (Engleman),Picea,engelmannii,Coniferous,,,-111.0456862,45.66747904
Spruce (Engleman),Picea,engelmannii,Coniferous,,,-111.0456532,45.66748804
Spruce (Engleman),Picea,engelmannii,Coniferous,,,-111.0457537,45.66749086
Limber Pine,Pinus,flexilis,Coniferous,,,-111.0456111,45.66750588
Limber Pine,Pinus,flexilis,Coniferous,,,-111.0457337,45.66752636
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0456995,45.66815891
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0463064,45.66816924
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0463925,45.66816146
Spruce (Blue),Picea,pungens,Coniferous,,,-111.0463663,45.66818368
Spruce (Engleman),Picea,engelmannii,Coniferous,,,-111.0464879,45.66823538
Spruce (Engleman),Picea,engelmannii,Coniferous,,,-111.0464641,45.66804732
Spruce (Engleman),Picea,engelmannii,Coniferous,,,-111.04645,45.66801886
Spruce (Engleman),Picea,engelmannii,Coniferous,,,-111.0464546,45.66797776
Spruce (Engleman),Picea,engelmannii,Coniferous,,,-111.0464353,45.66804576
Spruce,Picea,pungens,Coniferous,,,-111.0493287,45.66573824
Spruce,Picea,pungens,Coniferous,,,-111.0494727,45.66576844
Spruce (Engelmann),Picea,engelmannii,Coniferous,,,-111.0505504,45.66597251
Spruce,Picea,pungens,Coniferous,,,-111.0503804,45.66610039
Bruns Serbian Spruce,Picea,omorika,Coniferous,Bruns,,-111.0505945,45.6658982
Weeping White Spruce,Picea,glauca,Coniferous,Pendula,,-111.0506451,45.66589531
